split,regime,policy,budget_pp,cal_coverage,cal_net_lcb_pp,test_steps_deleted,test_net_per_deletion_pp,test_harmed_share_obs,test_harmed_share_null_floor,test_harmed_share_excess,test_harmed_share_severe,test_severe_null_floor,test_severe_excess
8,natural_prevalence,harmful_first,3,0.277,-2.05,86,27.33,0.152,0.238,0.000,0.126,0.076,0.050
8,natural_prevalence,harmful_first,5,0.277,-2.05,86,27.33,0.152,0.238,0.000,0.126,0.076,0.050
8,natural_prevalence,intersection_first,1,0.519,1.41,161,0.38,0.216,0.129,0.086,0.115,0.041,0.075
8,natural_prevalence,intersection_first,3,0.865,-2.32,269,-1.78,0.209,0.136,0.073,0.156,0.044,0.113
8,natural_prevalence,intersection_first,5,0.900,-4.47,280,-0.58,0.196,0.134,0.062,0.149,0.042,0.107
8,natural_prevalence,prm:llama31_8b_prm_deepseek,1,0.069,7.15,22,4.64,0.019,0.071,0.000,0.019,0.014,0.005
8,natural_prevalence,prm:llama31_8b_prm_deepseek,3,0.069,7.15,22,4.64,0.019,0.071,0.000,0.019,0.014,0.005
8,natural_prevalence,prm:llama31_8b_prm_deepseek,5,0.069,7.15,22,4.64,0.019,0.071,0.000,0.019,0.014,0.005
8,natural_prevalence,prm:math_shepherd_mistral_7b,1,0.346,0.45,108,5.71,0.114,0.113,0.001,0.074,0.033,0.042
8,natural_prevalence,prm:math_shepherd_mistral_7b,3,0.346,0.45,108,5.71,0.114,0.113,0.001,0.074,0.033,0.042
8,natural_prevalence,prm:math_shepherd_mistral_7b,5,0.346,0.45,108,5.71,0.114,0.113,0.001,0.074,0.033,0.042
8,natural_prevalence,prm:qwen25_math_prm_7b,1,0.035,28.63,11,47.73,0.000,0.197,0.000,0.000,0.076,0.000
8,natural_prevalence,prm:qwen25_math_prm_7b,3,0.035,28.63,11,47.73,0.000,0.197,0.000,0.000,0.076,0.000
8,natural_prevalence,prm:qwen25_math_prm_7b,5,0.035,28.63,11,47.73,0.000,0.197,0.000,0.000,0.076,0.000
8,natural_prevalence,predictor_D,1,0.173,14.61,54,22.69,0.093,0.158,0.000,0.056,0.056,0.000
8,natural_prevalence,predictor_D,3,0.623,-1.84,194,-3.69,0.228,0.123,0.105,0.127,0.039,0.088
8,natural_prevalence,predictor_D,5,0.934,-4.71,291,-2.16,0.190,0.117,0.073,0.134,0.036,0.097
8,natural_prevalence,predictor_E,1,0.588,0.20,183,9.36,0.170,0.157,0.013,0.106,0.049,0.057
8,natural_prevalence,predictor_E,3,0.934,-2.61,291,0.20,0.181,0.120,0.061,0.125,0.038,0.087
8,natural_prevalence,predictor_E,5,0.934,-2.61,291,0.20,0.181,0.120,0.061,0.125,0.038,0.087
9,balanced_cohort,random,1,0.974,4.22,284,6.60,0.127,0.113,0.014,0.092,0.037,0.054
9,balanced_cohort,random,3,0.974,4.22,284,6.60,0.127,0.113,0.014,0.092,0.037,0.054
9,balanced_cohort,random,5,0.974,4.22,284,6.60,0.127,0.113,0.014,0.092,0.037,0.054
9,balanced_cohort,rating_first,1,0.974,4.28,284,6.95,0.134,0.118,0.016,0.095,0.039,0.056
9,balanced_cohort,rating_first,3,0.974,4.28,284,6.95,0.134,0.118,0.016,0.095,0.039,0.056
9,balanced_cohort,rating_first,5,0.974,4.28,284,6.95,0.134,0.118,0.016,0.095,0.039,0.056
9,balanced_cohort,harmful_first,1,0.974,4.18,284,6.87,0.134,0.117,0.017,0.095,0.039,0.056
9,balanced_cohort,harmful_first,3,0.974,4.18,284,6.87,0.134,0.117,0.017,0.095,0.039,0.056
9,balanced_cohort,harmful_first,5,0.974,4.18,284,6.87,0.134,0.117,0.017,0.095,0.039,0.056
9,balanced_cohort,intersection_first,1,0.974,4.28,284,6.95,0.134,0.118,0.016,0.095,0.039,0.056
9,balanced_cohort,intersection_first,3,0.974,4.28,284,6.95,0.134,0.118,0.016,0.095,0.039,0.056
9,balanced_cohort,intersection_first,5,0.974,4.28,284,6.95,0.134,0.118,0.016,0.095,0.039,0.056
9,balanced_cohort,prm:llama31_8b_prm_deepseek,1,0.974,4.21,284,6.87,0.137,0.118,0.019,0.095,0.039,0.056
9,balanced_cohort,prm:llama31_8b_prm_deepseek,3,0.974,4.21,284,6.87,0.137,0.118,0.019,0.095,0.039,0.056
9,balanced_cohort,prm:llama31_8b_prm_deepseek,5,0.974,4.21,284,6.87,0.137,0.118,0.019,0.095,0.039,0.056
9,balanced_cohort,prm:math_shepherd_mistral_7b,1,0.974,3.79,284,7.13,0.130,0.116,0.014,0.092,0.039,0.053
9,balanced_cohort,prm:math_shepherd_mistral_7b,3,0.974,3.79,284,7.13,0.130,0.116,0.014,0.092,0.039,0.053
9,balanced_cohort,prm:math_shepherd_mistral_7b,5,0.974,3.79,284,7.13,0.130,0.116,0.014,0.092,0.039,0.053
9,balanced_cohort,prm:qwen25_math_prm_7b,1,0.974,4.02,284,6.60,0.137,0.116,0.022,0.095,0.039,0.056
9,balanced_cohort,prm:qwen25_math_prm_7b,3,0.974,4.02,284,6.60,0.137,0.116,0.022,0.095,0.039,0.056
9,balanced_cohort,prm:qwen25_math_prm_7b,5,0.974,4.02,284,6.60,0.137,0.116,0.022,0.095,0.039,0.056
9,balanced_cohort,predictor_D,1,0.974,3.46,284,6.43,0.134,0.115,0.019,0.095,0.038,0.057
9,balanced_cohort,predictor_D,3,0.974,3.46,284,6.43,0.134,0.115,0.019,0.095,0.038,0.057
9,balanced_cohort,predictor_D,5,0.974,3.46,284,6.43,0.134,0.115,0.019,0.095,0.038,0.057
9,balanced_cohort,predictor_E,1,0.974,4.27,284,8.19,0.123,0.113,0.010,0.081,0.037,0.044
9,balanced_cohort,predictor_E,3,0.974,4.27,284,8.19,0.123,0.113,0.010,0.081,0.037,0.044
9,balanced_cohort,predictor_E,5,0.974,4.27,284,8.19,0.123,0.113,0.010,0.081,0.037,0.044
9,natural_prevalence,random,1,0.130,0.14,38,-3.66,0.150,0.111,0.039,0.150,0.044,0.106
9,natural_prevalence,random,3,0.130,0.14,38,-3.66,0.150,0.111,0.039,0.150,0.044,0.106
9,natural_prevalence,random,5,0.130,0.14,38,-3.66,0.150,0.111,0.039,0.150,0.044,0.106
9,natural_prevalence,rating_first,1,0.357,16.28,104,13.69,0.086,0.129,0.000,0.079,0.045,0.033
9,natural_prevalence,rating_first,3,0.649,-1.09,190,-2.68,0.183,0.107,0.076,0.131,0.035,0.096
9,natural_prevalence,rating_first,5,0.942,-4.75,275,-0.22,0.167,0.117,0.050,0.139,0.038,0.101
9,natural_prevalence,harmful_first,1,0.000,,0,,,,,,,
9,natural_prevalence,harmful_first,3,0.260,-2.53,76,21.21,0.195,0.253,0.000,0.182,0.092,0.090
9,natural_prevalence,harmful_first,5,0.260,-2.53,76,21.21,0.195,0.253,0.000,0.182,0.092,0.090
9,natural_prevalence,intersection_first,1,0.357,16.28,104,13.69,0.086,0.129,0.000,0.079,0.045,0.033
9,natural_prevalence,intersection_first,3,0.649,-1.09,190,-2.68,0.183,0.107,0.076,0.131,0.035,0.096
9,natural_prevalence,intersection_first,5,0.942,-4.75,275,-0.22,0.167,0.117,0.050,0.139,0.038,0.101
9,natural_prevalence,prm:llama31_8b_prm_deepseek,1,0.065,15.44,19,9.86,0.019,0.091,0.000,0.019,0.036,0.000
9,natural_prevalence,prm:llama31_8b_prm_deepseek,3,0.065,15.44,19,9.86,0.019,0.091,0.000,0.019,0.036,0.000
9,natural_prevalence,prm:llama31_8b_prm_deepseek,5,0.747,-3.70,218,2.03,0.156,0.117,0.039,0.107,0.036,0.070
9,natural_prevalence,prm:math_shepherd_mistral_7b,1,0.325,-0.87,95,6.41,0.104,0.124,0.000,0.059,0.040,0.018
9,natural_prevalence,prm:math_shepherd_mistral_7b,3,0.357,-1.87,104,1.82,0.175,0.142,0.033,0.134,0.047,0.087
9,natural_prevalence,prm:math_shepherd_mistral_7b,5,0.487,-3.91,142,-0.87,0.230,0.156,0.074,0.200,0.053,0.146
9,natural_prevalence,prm:qwen25_math_prm_7b,1,0.032,26.66,9,52.78,0.000,0.201,0.000,0.000,0.079,0.000
9,natural_prevalence,prm:qwen25_math_prm_7b,3,0.032,26.66,9,52.78,0.000,0.201,0.000,0.000,0.079,0.000
9,natural_prevalence,prm:qwen25_math_prm_7b,5,0.844,-4.78,246,-0.13,0.173,0.118,0.055,0.127,0.038,0.090
9,natural_prevalence,predictor_D,1,0.000,,0,,,,,,,
9,natural_prevalence,predictor_D,3,0.000,,0,,,,,,,
9,natural_prevalence,predictor_D,5,0.130,-4.91,38,22.37,0.105,0.156,0.000,0.026,0.051,0.000
9,natural_prevalence,predictor_E,1,0.649,-0.03,190,5.69,0.158,0.150,0.008,0.137,0.047,0.090
9,natural_prevalence,predictor_E,3,0.812,-2.75,237,2.39,0.165,0.130,0.035,0.122,0.040,0.081
9,natural_prevalence,predictor_E,5,0.877,-4.19,256,2.01,0.147,0.115,0.032,0.109,0.036,0.073
10,balanced_cohort,random,1,0.987,4.10,292,6.42,0.144,0.120,0.024,0.103,0.040,0.063
10,balanced_cohort,random,3,0.987,4.10,292,6.42,0.144,0.120,0.024,0.103,0.040,0.063
10,balanced_cohort,random,5,0.987,4.10,292,6.42,0.144,0.120,0.024,0.103,0.040,0.063
10,balanced_cohort,rating_first,1,0.987,3.84,292,6.59,0.140,0.119,0.021,0.099,0.039,0.060
10,balanced_cohort,rating_first,3,0.987,3.84,292,6.59,0.140,0.119,0.021,0.099,0.039,0.060
10,balanced_cohort,rating_first,5,0.987,3.84,292,6.59,0.140,0.119,0.021,0.099,0.039,0.060
10,balanced_cohort,harmful_first,1,0.987,3.83,292,6.42,0.144,0.120,0.024,0.103,0.040,0.063
10,balanced_cohort,harmful_first,3,0.987,3.83,292,6.42,0.144,0.120,0.024,0.103,0.040,0.063
10,balanced_cohort,harmful_first,5,0.987,3.83,292,6.42,0.144,0.120,0.024,0.103,0.040,0.063
10,balanced_cohort,intersection_first,1,0.987,3.84,292,6.59,0.140,0.119,0.021,0.099,0.039,0.060
10,balanced_cohort,intersection_first,3,0.987,3.84,292,6.59,0.140,0.119,0.021,0.099,0.039,0.060
10,balanced_cohort,intersection_first,5,0.987,3.84,292,6.59,0.140,0.119,0.021,0.099,0.039,0.060
10,balanced_cohort,prm:llama31_8b_prm_deepseek,1,0.987,3.83,292,6.16,0.147,0.120,0.027,0.103,0.040,0.063
10,balanced_cohort,prm:llama31_8b_prm_deepseek,3,0.987,3.83,292,6.16,0.147,0.120,0.027,0.103,0.040,0.063
10,balanced_cohort,prm:llama31_8b_prm_deepseek,5,0.987,3.83,292,6.16,0.147,0.120,0.027,0.103,0.040,0.063
10,balanced_cohort,prm:math_shepherd_mistral_7b,1,0.987,3.83,292,5.99,0.144,0.117,0.026,0.099,0.039,0.061
10,balanced_cohort,prm:math_shepherd_mistral_7b,3,0.987,3.83,292,5.99,0.144,0.117,0.026,0.099,0.039,0.061
10,balanced_cohort,prm:math_shepherd_mistral_7b,5,0.987,3.83,292,5.99,0.144,0.117,0.026,0.099,0.039,0.061
10,balanced_cohort,prm:qwen25_math_prm_7b,1,0.987,3.83,292,6.51,0.144,0.120,0.024,0.099,0.040,0.060
10,balanced_cohort,prm:qwen25_math_prm_7b,3,0.987,3.83,292,6.51,0.144,0.120,0.024,0.099,0.040,0.060
10,balanced_cohort,prm:qwen25_math_prm_7b,5,0.987,3.83,292,6.51,0.144,0.120,0.024,0.099,0.040,0.060
10,balanced_cohort,predictor_D,1,0.987,3.49,292,6.34,0.147,0.121,0.026,0.103,0.040,0.063
10,balanced_cohort,predictor_D,3,0.987,3.49,292,6.34,0.147,0.121,0.026,0.103,0.040,0.063
10,balanced_cohort,predictor_D,5,0.987,3.49,292,6.34,0.147,0.121,0.026,0.103,0.040,0.063
10,balanced_cohort,predictor_E,1,0.987,3.84,292,6.34,0.147,0.121,0.026,0.103,0.040,0.063
10,balanced_cohort,predictor_E,3,0.987,3.84,292,6.34,0.147,0.121,0.026,0.103,0.040,0.063
10,balanced_cohort,predictor_E,5,0.987,3.84,292,6.34,0.147,0.121,0.026,0.103,0.040,0.063
10,natural_prevalence,random,1,0.000,,0,,,,,,,
10,natural_prevalence,random,3,0.000,,0,,,,,,,
10,natural_prevalence,random,5,0.000,,0,,,,,,,
10,natural_prevalence,rating_first,1,0.329,16.95,97,13.14,0.044,0.087,0.000,0.022,0.029,0.000
10,natural_prevalence,rating_first,3,0.757,-1.79,224,-3.41,0.244,0.156,0.088,0.236,0.053,0.183
10,natural_prevalence,rating_first,5,0.789,-4.40,234,-3.21,0.234,0.145,0.089,0.228,0.050,0.178
10,natural_prevalence,harmful_first,1,0.000,,0,,,,,,,
10,natural_prevalence,harmful_first,3,0.000,,0,,,,,,,
10,natural_prevalence,harmful_first,5,0.888,-4.84,263,1.74,0.196,0.131,0.066,0.137,0.043,0.094
10,natural_prevalence,intersection_first,1,0.329,17.41,97,13.14,0.044,0.087,0.000,0.022,0.029,0.000
10,natural_prevalence,intersection_first,3,0.757,-1.79,224,-3.41,0.244,0.156,0.088,0.236,0.053,0.183
10,natural_prevalence,intersection_first,5,0.789,-4.40,234,-3.21,0.234,0.145,0.089,0.228,0.050,0.178
10,natural_prevalence,prm:llama31_8b_prm_deepseek,1,0.066,-0.22,19,20.76,0.025,0.204,0.000,0.025,0.063,0.000
10,natural_prevalence,prm:llama31_8b_prm_deepseek,3,0.066,-0.22,19,20.76,0.025,0.204,0.000,0.025,0.063,0.000
10,natural_prevalence,prm:llama31_8b_prm_deepseek,5,0.066,-0.22,19,20.76,0.025,0.204,0.000,0.025,0.063,0.000
10,natural_prevalence,prm:math_shepherd_mistral_7b,1,0.296,-0.29,88,18.57,0.079,0.133,0.000,0.023,0.045,0.000
10,natural_prevalence,prm:math_shepherd_mistral_7b,3,0.296,-0.29,88,18.57,0.079,0.133,0.000,0.023,0.045,0.000
10,natural_prevalence,prm:math_shepherd_mistral_7b,5,0.296,-0.29,88,18.57,0.079,0.133,0.000,0.023,0.045,0.000
10,natural_prevalence,prm:qwen25_math_prm_7b,1,0.197,-0.81,58,-6.91,0.308,0.114,0.194,0.001,0.043,0.000
10,natural_prevalence,prm:qwen25_math_prm_7b,3,0.197,-0.81,58,-6.91,0.308,0.114,0.194,0.001,0.043,0.000
10,natural_prevalence,prm:qwen25_math_prm_7b,5,0.197,-0.81,58,-6.91,0.308,0.114,0.194,0.001,0.043,0.000
10,natural_prevalence,predictor_D,1,0.164,5.97,49,11.73,0.102,0.113,0.000,0.041,0.036,0.005
10,natural_prevalence,predictor_D,3,0.164,5.97,49,11.73,0.102,0.113,0.000,0.041,0.036,0.005
10,natural_prevalence,predictor_D,5,0.164,5.97,49,11.73,0.102,0.113,0.000,0.041,0.036,0.005
10,natural_prevalence,predictor_E,1,0.461,-0.08,136,30.03,0.072,0.169,0.000,0.003,0.058,0.000
10,natural_prevalence,predictor_E,3,0.757,-2.85,224,7.28,0.200,0.154,0.046,0.109,0.049,0.061
10,natural_prevalence,predictor_E,5,0.822,-4.69,243,3.45,0.221,0.147,0.074,0.132,0.046,0.086
11,balanced_cohort,random,1,0.994,2.65,286,7.78,0.122,0.122,0.000,0.091,0.042,0.049
11,balanced_cohort,random,3,0.994,2.65,286,7.78,0.122,0.122,0.000,0.091,0.042,0.049
11,balanced_cohort,random,5,0.994,2.65,286,7.78,0.122,0.122,0.000,0.091,0.042,0.049
11,balanced_cohort,rating_first,1,0.994,2.89,286,7.87,0.119,0.121,0.000,0.091,0.042,0.049
11,balanced_cohort,rating_first,3,0.994,2.89,286,7.87,0.119,0.121,0.000,0.091,0.042,0.049
11,balanced_cohort,rating_first,5,0.994,2.89,286,7.87,0.119,0.121,0.000,0.091,0.042,0.049
11,balanced_cohort,harmful_first,1,0.994,2.72,286,7.87,0.119,0.121,0.000,0.091,0.042,0.049
11,balanced_cohort,harmful_first,3,0.994,2.72,286,7.87,0.119,0.121,0.000,0.091,0.042,0.049
11,balanced_cohort,harmful_first,5,0.994,2.72,286,7.87,0.119,0.121,0.000,0.091,0.042,0.049
11,balanced_cohort,intersection_first,1,0.994,2.89,286,7.87,0.119,0.121,0.000,0.091,0.042,0.049
11,balanced_cohort,intersection_first,3,0.994,2.89,286,7.87,0.119,0.121,0.000,0.091,0.042,0.049
11,balanced_cohort,intersection_first,5,0.994,2.89,286,7.87,0.119,0.121,0.000,0.091,0.042,0.049
11,balanced_cohort,prm:llama31_8b_prm_deepseek,1,0.994,2.72,286,7.78,0.122,0.122,0.000,0.091,0.042,0.049
11,balanced_cohort,prm:llama31_8b_prm_deepseek,3,0.994,2.72,286,7.78,0.122,0.122,0.000,0.091,0.042,0.049
11,balanced_cohort,prm:llama31_8b_prm_deepseek,5,0.994,2.72,286,7.78,0.122,0.122,0.000,0.091,0.042,0.049
11,balanced_cohort,prm:math_shepherd_mistral_7b,1,0.994,2.43,286,7.95,0.119,0.121,0.000,0.087,0.042,0.046
11,balanced_cohort,prm:math_shepherd_mistral_7b,3,0.994,2.43,286,7.95,0.119,0.121,0.000,0.087,0.042,0.046
11,balanced_cohort,prm:math_shepherd_mistral_7b,5,0.994,2.43,286,7.95,0.119,0.121,0.000,0.087,0.042,0.046
11,balanced_cohort,prm:qwen25_math_prm_7b,1,0.994,2.72,286,7.78,0.122,0.122,0.000,0.091,0.042,0.049
11,balanced_cohort,prm:qwen25_math_prm_7b,3,0.994,2.72,286,7.78,0.122,0.122,0.000,0.091,0.042,0.049
11,balanced_cohort,prm:qwen25_math_prm_7b,5,0.994,2.72,286,7.78,0.122,0.122,0.000,0.091,0.042,0.049
11,balanced_cohort,predictor_D,1,0.994,2.79,286,7.95,0.119,0.120,0.000,0.087,0.041,0.046
11,balanced_cohort,predictor_D,3,0.994,2.79,286,7.95,0.119,0.120,0.000,0.087,0.041,0.046
11,balanced_cohort,predictor_D,5,0.994,2.79,286,7.95,0.119,0.120,0.000,0.087,0.041,0.046
11,balanced_cohort,predictor_E,1,0.994,2.72,286,8.48,0.115,0.119,0.000,0.084,0.041,0.043
11,balanced_cohort,predictor_E,3,0.994,2.72,286,8.48,0.115,0.119,0.000,0.084,0.041,0.043
11,balanced_cohort,predictor_E,5,0.994,2.72,286,8.48,0.115,0.119,0.000,0.084,0.041,0.043
11,natural_prevalence,random,1,0.064,-0.39,18,-14.46,0.194,0.123,0.071,0.194,0.038,0.156
11,natural_prevalence,random,3,0.064,-0.39,18,-14.46,0.194,0.123,0.071,0.194,0.038,0.156
11,natural_prevalence,random,5,0.064,-0.39,18,-14.46,0.194,0.123,0.071,0.194,0.038,0.156
11,natural_prevalence,rating_first,1,0.288,13.49,83,19.28,0.072,0.128,0.000,0.036,0.045,0.000
11,natural_prevalence,rating_first,3,0.641,-2.99,185,2.32,0.153,0.126,0.027,0.129,0.043,0.085
11,natural_prevalence,rating_first,5,0.673,-4.17,194,2.10,0.149,0.121,0.028,0.127,0.041,0.085
11,natural_prevalence,harmful_first,1,0.192,-0.82,55,21.04,0.024,0.121,0.000,0.024,0.044,0.000
11,natural_prevalence,harmful_first,3,0.224,-1.05,65,19.57,0.045,0.121,0.000,0.022,0.043,0.000
11,natural_prevalence,harmful_first,5,0.224,-1.05,65,19.57,0.045,0.121,0.000,0.022,0.043,0.000
11,natural_prevalence,intersection_first,1,0.288,17.22,83,20.48,0.072,0.142,0.000,0.048,0.051,0.000
11,natural_prevalence,intersection_first,3,0.641,-2.99,185,2.32,0.153,0.126,0.027,0.129,0.043,0.085
11,natural_prevalence,intersection_first,5,0.673,-4.17,194,2.10,0.149,0.121,0.028,0.127,0.041,0.085
11,natural_prevalence,prm:llama31_8b_prm_deepseek,1,0.000,,0,,,,,,,
11,natural_prevalence,prm:llama31_8b_prm_deepseek,3,0.000,,0,,,,,,,
11,natural_prevalence,prm:llama31_8b_prm_deepseek,5,0.641,-4.85,185,7.33,0.104,0.090,0.014,0.044,0.030,0.015
11,natural_prevalence,prm:math_shepherd_mistral_7b,1,0.256,0.20,74,15.73,0.089,0.127,0.000,0.015,0.041,0.000
11,natural_prevalence,prm:math_shepherd_mistral_7b,3,0.417,-2.92,120,5.02,0.188,0.155,0.033,0.149,0.054,0.095
11,natural_prevalence,prm:math_shepherd_mistral_7b,5,0.449,-4.59,129,4.49,0.177,0.145,0.032,0.141,0.050,0.091
11,natural_prevalence,prm:qwen25_math_prm_7b,1,0.032,32.05,9,41.67,0.000,0.197,0.000,0.000,0.073,0.000
11,natural_prevalence,prm:qwen25_math_prm_7b,3,0.032,32.05,9,41.67,0.000,0.197,0.000,0.000,0.073,0.000
11,natural_prevalence,prm:qwen25_math_prm_7b,5,0.032,32.05,9,41.67,0.000,0.197,0.000,0.000,0.073,0.000
11,natural_prevalence,predictor_D,1,0.288,15.80,83,21.08,0.060,0.137,0.000,0.036,0.049,0.000
11,natural_prevalence,predictor_D,3,0.288,15.80,83,21.08,0.060,0.137,0.000,0.036,0.049,0.000
11,natural_prevalence,predictor_D,5,0.288,15.80,83,21.08,0.060,0.137,0.000,0.036,0.049,0.000
11,natural_prevalence,predictor_E,1,0.577,-0.25,166,20.76,0.080,0.152,0.000,0.042,0.050,0.000
11,natural_prevalence,predictor_E,3,0.673,-1.53,194,12.54,0.109,0.134,0.000,0.080,0.045,0.034
11,natural_prevalence,predictor_E,5,0.897,-4.89,258,4.95,0.117,0.104,0.013,0.085,0.035,0.051
12,balanced_cohort,random,1,0.994,4.88,286,5.16,0.119,0.111,0.007,0.091,0.037,0.054
12,balanced_cohort,random,3,0.994,4.88,286,5.16,0.119,0.111,0.007,0.091,0.037,0.054
12,balanced_cohort,random,5,0.994,4.88,286,5.16,0.119,0.111,0.007,0.091,0.037,0.054
12,balanced_cohort,rating_first,1,0.994,4.87,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,rating_first,3,0.994,4.87,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,rating_first,5,0.994,4.87,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,harmful_first,1,0.994,4.87,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,harmful_first,3,0.994,4.87,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,harmful_first,5,0.994,4.87,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,intersection_first,1,0.994,4.87,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,intersection_first,3,0.994,4.87,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,intersection_first,5,0.994,4.87,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,prm:llama31_8b_prm_deepseek,1,0.994,4.79,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,prm:llama31_8b_prm_deepseek,3,0.994,4.79,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,prm:llama31_8b_prm_deepseek,5,0.994,4.79,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,prm:math_shepherd_mistral_7b,1,0.994,4.96,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,prm:math_shepherd_mistral_7b,3,0.994,4.96,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,prm:math_shepherd_mistral_7b,5,0.994,4.96,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,prm:qwen25_math_prm_7b,1,0.994,4.79,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,prm:qwen25_math_prm_7b,3,0.994,4.79,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,prm:qwen25_math_prm_7b,5,0.994,4.79,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,predictor_D,1,0.994,4.63,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,predictor_D,3,0.994,4.63,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,predictor_D,5,0.994,4.63,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,predictor_E,1,0.994,4.88,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,predictor_E,3,0.994,4.88,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,balanced_cohort,predictor_E,5,0.994,4.88,286,5.24,0.122,0.114,0.009,0.091,0.038,0.053
12,natural_prevalence,random,1,0.096,1.69,28,-0.79,0.115,0.081,0.034,0.115,0.032,0.083
12,natural_prevalence,random,3,0.096,1.69,28,-0.79,0.115,0.081,0.034,0.115,0.032,0.083
12,natural_prevalence,random,5,0.096,1.69,28,-0.79,0.115,0.081,0.034,0.115,0.032,0.083
12,natural_prevalence,rating_first,1,0.513,1.31,148,0.12,0.175,0.136,0.039,0.154,0.047,0.107
12,natural_prevalence,rating_first,3,0.769,-2.56,222,3.02,0.088,0.086,0.003,0.083,0.027,0.056
12,natural_prevalence,rating_first,5,0.769,-2.56,222,3.02,0.088,0.086,0.003,0.083,0.027,0.056
12,natural_prevalence,harmful_first,1,0.224,9.97,65,0.32,0.062,0.034,0.028,0.041,0.010,0.031
12,natural_prevalence,harmful_first,3,0.224,9.97,65,0.32,0.062,0.034,0.028,0.041,0.010,0.031
12,natural_prevalence,harmful_first,5,0.224,9.97,65,0.32,0.062,0.034,0.028,0.041,0.010,0.031
12,natural_prevalence,intersection_first,1,0.513,1.31,148,0.12,0.175,0.136,0.039,0.154,0.047,0.107
12,natural_prevalence,intersection_first,3,0.769,-2.56,222,3.02,0.088,0.086,0.003,0.083,0.027,0.056
12,natural_prevalence,intersection_first,5,0.769,-2.56,222,3.02,0.088,0.086,0.003,0.083,0.027,0.056
12,natural_prevalence,prm:llama31_8b_prm_deepseek,1,0.064,-0.49,18,-5.62,0.061,0.024,0.037,0.061,0.010,0.052
12,natural_prevalence,prm:llama31_8b_prm_deepseek,3,0.064,-0.49,18,-5.62,0.061,0.024,0.037,0.061,0.010,0.052
12,natural_prevalence,prm:llama31_8b_prm_deepseek,5,0.064,-0.49,18,-5.62,0.061,0.024,0.037,0.061,0.010,0.052
12,natural_prevalence,prm:math_shepherd_mistral_7b,1,0.449,2.96,129,0.57,0.207,0.126,0.081,0.182,0.044,0.137
12,natural_prevalence,prm:math_shepherd_mistral_7b,3,0.449,2.96,129,0.57,0.207,0.126,0.081,0.182,0.044,0.137
12,natural_prevalence,prm:math_shepherd_mistral_7b,5,0.449,2.96,129,0.57,0.207,0.126,0.081,0.182,0.044,0.137
12,natural_prevalence,prm:qwen25_math_prm_7b,1,0.032,26.26,9,30.56,0.111,0.198,0.000,0.111,0.075,0.036
12,natural_prevalence,prm:qwen25_math_prm_7b,3,0.032,26.26,9,30.56,0.111,0.198,0.000,0.111,0.075,0.036
12,natural_prevalence,prm:qwen25_math_prm_7b,5,0.064,-3.80,18,26.39,0.111,0.180,0.000,0.111,0.070,0.042
12,natural_prevalence,predictor_D,1,0.321,9.13,92,13.32,0.076,0.120,0.000,0.043,0.041,0.003
12,natural_prevalence,predictor_D,3,0.321,9.13,92,13.32,0.076,0.120,0.000,0.043,0.041,0.003
12,natural_prevalence,predictor_D,5,0.321,9.13,92,13.32,0.076,0.120,0.000,0.043,0.041,0.003
12,natural_prevalence,predictor_E,1,0.481,0.17,138,29.62,0.075,0.182,0.000,0.008,0.060,0.000
12,natural_prevalence,predictor_E,3,0.481,0.17,138,29.62,0.075,0.182,0.000,0.008,0.060,0.000
12,natural_prevalence,predictor_E,5,0.577,-4.96,166,23.09,0.112,0.186,0.000,0.056,0.059,0.000
