split,regime,policy,budget_pp,cal_coverage,cal_net_lcb_pp,test_steps_deleted,test_net_per_deletion_pp,test_harmed_share_obs,test_harmed_share_null_floor,test_harmed_share_excess,test_harmed_share_severe,test_severe_null_floor,test_severe_excess
4,balanced_cohort,prm:llama31_8b_prm_deepseek,1,1.000,0.33,320,9.84,0.134,0.134,0.001,0.103,0.046,0.057
4,balanced_cohort,prm:llama31_8b_prm_deepseek,3,1.000,0.33,320,9.84,0.134,0.134,0.001,0.103,0.046,0.057
4,balanced_cohort,prm:llama31_8b_prm_deepseek,5,1.000,0.33,320,9.84,0.134,0.134,0.001,0.103,0.046,0.057
4,balanced_cohort,prm:math_shepherd_mistral_7b,1,1.000,0.33,320,9.84,0.134,0.134,0.001,0.103,0.046,0.057
4,balanced_cohort,prm:math_shepherd_mistral_7b,3,1.000,0.33,320,9.84,0.134,0.134,0.001,0.103,0.046,0.057
4,balanced_cohort,prm:math_shepherd_mistral_7b,5,1.000,0.33,320,9.84,0.134,0.134,0.001,0.103,0.046,0.057
4,balanced_cohort,prm:qwen25_math_prm_7b,1,1.000,0.33,320,9.84,0.134,0.134,0.001,0.103,0.046,0.057
4,balanced_cohort,prm:qwen25_math_prm_7b,3,1.000,0.33,320,9.84,0.134,0.134,0.001,0.103,0.046,0.057
4,balanced_cohort,prm:qwen25_math_prm_7b,5,1.000,0.33,320,9.84,0.134,0.134,0.001,0.103,0.046,0.057
4,balanced_cohort,predictor_D,1,1.000,0.33,320,9.84,0.134,0.134,0.001,0.103,0.046,0.057
4,balanced_cohort,predictor_D,3,1.000,0.33,320,9.84,0.134,0.134,0.001,0.103,0.046,0.057
4,balanced_cohort,predictor_D,5,1.000,0.33,320,9.84,0.134,0.134,0.001,0.103,0.046,0.057
4,balanced_cohort,predictor_E,1,1.000,0.33,320,9.84,0.134,0.134,0.001,0.103,0.046,0.057
4,balanced_cohort,predictor_E,3,1.000,0.33,320,9.84,0.134,0.134,0.001,0.103,0.046,0.057
4,balanced_cohort,predictor_E,5,1.000,0.33,320,9.84,0.134,0.134,0.001,0.103,0.046,0.057
4,natural_prevalence,random,1,0.000,,0,,,,,,,
4,natural_prevalence,random,3,0.000,,0,,,,,,,
4,natural_prevalence,random,5,0.000,,0,,,,,,,
4,natural_prevalence,rating_first,1,0.286,11.08,91,22.25,0.066,0.134,0.000,0.033,0.046,0.000
4,natural_prevalence,rating_first,3,0.679,-2.55,217,0.45,0.190,0.130,0.060,0.170,0.045,0.124
4,natural_prevalence,rating_first,5,0.679,-2.55,217,0.45,0.190,0.130,0.060,0.170,0.045,0.124
4,natural_prevalence,harmful_first,1,0.214,4.34,69,7.35,0.081,0.067,0.014,0.053,0.023,0.030
4,natural_prevalence,harmful_first,3,0.214,4.34,69,7.35,0.081,0.067,0.014,0.053,0.023,0.030
4,natural_prevalence,harmful_first,5,0.214,4.34,69,7.35,0.081,0.067,0.014,0.053,0.023,0.030
4,natural_prevalence,intersection_first,1,0.286,12.17,91,20.60,0.077,0.137,0.000,0.033,0.047,0.000
4,natural_prevalence,intersection_first,3,0.679,-2.55,217,0.45,0.190,0.130,0.060,0.170,0.045,0.124
4,natural_prevalence,intersection_first,5,0.679,-2.55,217,0.45,0.190,0.130,0.060,0.170,0.045,0.124
4,natural_prevalence,prm:llama31_8b_prm_deepseek,1,0.000,,0,,,,,,,
4,natural_prevalence,prm:llama31_8b_prm_deepseek,3,0.000,,0,,,,,,,
4,natural_prevalence,prm:llama31_8b_prm_deepseek,5,0.357,-3.94,114,-4.97,0.219,0.114,0.104,0.167,0.039,0.128
4,natural_prevalence,prm:math_shepherd_mistral_7b,1,0.250,-0.52,80,13.61,0.042,0.121,0.000,0.036,0.043,0.000
4,natural_prevalence,prm:math_shepherd_mistral_7b,3,0.286,-1.45,91,15.69,0.038,0.122,0.000,0.030,0.044,0.000
4,natural_prevalence,prm:math_shepherd_mistral_7b,5,0.286,-1.45,91,15.69,0.038,0.122,0.000,0.030,0.044,0.000
4,natural_prevalence,prm:qwen25_math_prm_7b,1,0.179,-0.67,57,-10.30,0.478,0.179,0.300,0.003,0.067,0.000
4,natural_prevalence,prm:qwen25_math_prm_7b,3,0.179,-0.67,57,-10.30,0.478,0.179,0.300,0.003,0.067,0.000
4,natural_prevalence,prm:qwen25_math_prm_7b,5,0.214,-3.11,69,-8.97,0.332,0.124,0.208,0.026,0.047,0.000
4,natural_prevalence,predictor_D,1,0.143,-0.51,46,23.91,0.043,0.133,0.000,0.022,0.047,0.000
4,natural_prevalence,predictor_D,3,0.143,-0.51,46,23.91,0.043,0.133,0.000,0.022,0.047,0.000
4,natural_prevalence,predictor_D,5,0.143,-0.51,46,23.91,0.043,0.133,0.000,0.022,0.047,0.000
4,natural_prevalence,predictor_E,1,0.464,-0.79,149,32.80,0.000,0.135,0.000,0.000,0.051,0.000
4,natural_prevalence,predictor_E,3,0.464,-0.79,149,32.80,0.000,0.135,0.000,0.000,0.051,0.000
4,natural_prevalence,predictor_E,5,0.714,-3.99,229,12.73,0.121,0.149,0.000,0.104,0.050,0.054
5,balanced_cohort,random,1,0.989,4.09,333,6.53,0.147,0.122,0.025,0.093,0.041,0.052
5,balanced_cohort,random,3,0.989,4.09,333,6.53,0.147,0.122,0.025,0.093,0.041,0.052
5,balanced_cohort,random,5,0.989,4.09,333,6.53,0.147,0.122,0.025,0.093,0.041,0.052
5,balanced_cohort,rating_first,1,0.989,4.26,333,6.31,0.150,0.123,0.027,0.096,0.041,0.055
5,balanced_cohort,rating_first,3,0.989,4.26,333,6.31,0.150,0.123,0.027,0.096,0.041,0.055
5,balanced_cohort,rating_first,5,0.989,4.26,333,6.31,0.150,0.123,0.027,0.096,0.041,0.055
5,balanced_cohort,harmful_first,1,0.989,4.26,333,6.23,0.153,0.124,0.029,0.096,0.041,0.055
5,balanced_cohort,harmful_first,3,0.989,4.26,333,6.23,0.153,0.124,0.029,0.096,0.041,0.055
5,balanced_cohort,harmful_first,5,0.989,4.26,333,6.23,0.153,0.124,0.029,0.096,0.041,0.055
5,balanced_cohort,intersection_first,1,0.989,4.26,333,6.31,0.150,0.123,0.027,0.096,0.041,0.055
5,balanced_cohort,intersection_first,3,0.989,4.26,333,6.31,0.150,0.123,0.027,0.096,0.041,0.055
5,balanced_cohort,intersection_first,5,0.989,4.26,333,6.31,0.150,0.123,0.027,0.096,0.041,0.055
5,balanced_cohort,prm:llama31_8b_prm_deepseek,1,0.989,4.26,333,6.16,0.156,0.125,0.031,0.096,0.042,0.055
5,balanced_cohort,prm:llama31_8b_prm_deepseek,3,0.989,4.26,333,6.16,0.156,0.125,0.031,0.096,0.042,0.055
5,balanced_cohort,prm:llama31_8b_prm_deepseek,5,0.989,4.26,333,6.16,0.156,0.125,0.031,0.096,0.042,0.055
5,balanced_cohort,prm:math_shepherd_mistral_7b,1,0.989,4.47,333,6.01,0.156,0.124,0.032,0.096,0.041,0.055
5,balanced_cohort,prm:math_shepherd_mistral_7b,3,0.989,4.47,333,6.01,0.156,0.124,0.032,0.096,0.041,0.055
5,balanced_cohort,prm:math_shepherd_mistral_7b,5,0.989,4.47,333,6.01,0.156,0.124,0.032,0.096,0.041,0.055
5,balanced_cohort,prm:qwen25_math_prm_7b,1,0.989,4.26,333,6.16,0.156,0.125,0.031,0.096,0.042,0.055
5,balanced_cohort,prm:qwen25_math_prm_7b,3,0.989,4.26,333,6.16,0.156,0.125,0.031,0.096,0.042,0.055
5,balanced_cohort,prm:qwen25_math_prm_7b,5,0.989,4.26,333,6.16,0.156,0.125,0.031,0.096,0.042,0.055
5,balanced_cohort,predictor_D,1,0.989,4.38,333,6.16,0.156,0.125,0.031,0.096,0.042,0.055
5,balanced_cohort,predictor_D,3,0.989,4.38,333,6.16,0.156,0.125,0.031,0.096,0.042,0.055
5,balanced_cohort,predictor_D,5,0.989,4.38,333,6.16,0.156,0.125,0.031,0.096,0.042,0.055
5,balanced_cohort,predictor_E,1,0.989,4.38,333,6.61,0.150,0.123,0.027,0.090,0.041,0.049
5,balanced_cohort,predictor_E,3,0.989,4.38,333,6.61,0.150,0.123,0.027,0.090,0.041,0.049
5,balanced_cohort,predictor_E,5,0.989,4.38,333,6.61,0.150,0.123,0.027,0.090,0.041,0.049
5,natural_prevalence,random,1,0.076,-0.02,26,-9.14,0.137,0.094,0.043,0.137,0.029,0.108
5,natural_prevalence,random,3,0.076,-0.02,26,-9.14,0.137,0.094,0.043,0.137,0.029,0.108
5,natural_prevalence,random,5,0.114,-4.46,38,-8.74,0.159,0.115,0.045,0.159,0.041,0.119
5,natural_prevalence,rating_first,1,0.494,-0.77,167,0.88,0.171,0.124,0.047,0.139,0.042,0.096
5,natural_prevalence,rating_first,3,0.570,-2.24,192,-2.12,0.179,0.109,0.070,0.122,0.036,0.087
5,natural_prevalence,rating_first,5,0.608,-3.00,205,-1.37,0.176,0.112,0.063,0.117,0.037,0.080
5,natural_prevalence,harmful_first,1,0.266,37.51,90,-13.46,0.186,0.081,0.105,0.173,0.030,0.142
5,natural_prevalence,harmful_first,3,0.304,-3.00,103,-12.66,0.257,0.135,0.122,0.246,0.041,0.205
5,natural_prevalence,harmful_first,5,0.456,-3.23,154,-3.02,0.149,0.104,0.045,0.112,0.029,0.084
5,natural_prevalence,intersection_first,1,0.494,-0.77,167,0.88,0.171,0.124,0.047,0.139,0.042,0.096
5,natural_prevalence,intersection_first,3,0.570,-2.24,192,-2.12,0.179,0.109,0.070,0.122,0.036,0.087
5,natural_prevalence,intersection_first,5,0.608,-3.00,205,-1.37,0.176,0.112,0.063,0.117,0.037,0.080
5,natural_prevalence,prm:llama31_8b_prm_deepseek,1,0.038,-0.64,13,28.71,0.034,0.284,0.000,0.034,0.088,0.000
5,natural_prevalence,prm:llama31_8b_prm_deepseek,3,0.684,-2.80,231,1.15,0.166,0.112,0.054,0.107,0.037,0.069
5,natural_prevalence,prm:llama31_8b_prm_deepseek,5,0.760,-4.54,256,-1.56,0.202,0.118,0.085,0.113,0.037,0.076
5,natural_prevalence,prm:math_shepherd_mistral_7b,1,0.342,0.87,115,3.78,0.160,0.128,0.032,0.049,0.038,0.011
5,natural_prevalence,prm:math_shepherd_mistral_7b,3,0.494,-2.76,167,-5.01,0.250,0.145,0.105,0.160,0.047,0.113
5,natural_prevalence,prm:math_shepherd_mistral_7b,5,0.532,-4.75,179,-1.17,0.225,0.145,0.080,0.144,0.048,0.097
5,natural_prevalence,prm:qwen25_math_prm_7b,1,0.532,2.48,179,-6.18,0.231,0.130,0.101,0.157,0.042,0.115
5,natural_prevalence,prm:qwen25_math_prm_7b,3,0.532,2.48,179,-6.18,0.231,0.130,0.101,0.157,0.042,0.115
5,natural_prevalence,prm:qwen25_math_prm_7b,5,0.837,-4.64,282,-0.21,0.187,0.130,0.057,0.125,0.041,0.084
5,natural_prevalence,predictor_D,1,0.000,,0,,,,,,,
5,natural_prevalence,predictor_D,3,0.000,,0,,,,,,,
5,natural_prevalence,predictor_D,5,0.000,,0,,,,,,,
5,natural_prevalence,predictor_E,1,0.456,5.56,154,20.20,0.088,0.167,0.000,0.057,0.054,0.003
5,natural_prevalence,predictor_E,3,0.837,-2.75,282,4.58,0.158,0.130,0.028,0.090,0.040,0.050
5,natural_prevalence,predictor_E,5,0.875,-4.47,295,3.73,0.170,0.129,0.042,0.087,0.039,0.048
6,balanced_cohort,random,1,0.976,4.08,305,6.15,0.157,0.127,0.030,0.089,0.042,0.047
6,balanced_cohort,random,3,0.976,4.08,305,6.15,0.157,0.127,0.030,0.089,0.042,0.047
6,balanced_cohort,random,5,0.976,4.08,305,6.15,0.157,0.127,0.030,0.089,0.042,0.047
6,balanced_cohort,rating_first,1,0.976,4.07,305,6.80,0.157,0.129,0.028,0.089,0.042,0.046
6,balanced_cohort,rating_first,3,0.976,4.07,305,6.80,0.157,0.129,0.028,0.089,0.042,0.046
6,balanced_cohort,rating_first,5,0.976,4.07,305,6.80,0.157,0.129,0.028,0.089,0.042,0.046
6,balanced_cohort,harmful_first,1,0.976,4.07,305,6.72,0.161,0.130,0.030,0.089,0.043,0.046
6,balanced_cohort,harmful_first,3,0.976,4.07,305,6.72,0.161,0.130,0.030,0.089,0.043,0.046
6,balanced_cohort,harmful_first,5,0.976,4.07,305,6.72,0.161,0.130,0.030,0.089,0.043,0.046
6,balanced_cohort,intersection_first,1,0.976,4.07,305,6.80,0.157,0.129,0.028,0.089,0.042,0.046
6,balanced_cohort,intersection_first,3,0.976,4.07,305,6.80,0.157,0.129,0.028,0.089,0.042,0.046
6,balanced_cohort,intersection_first,5,0.976,4.07,305,6.80,0.157,0.129,0.028,0.089,0.042,0.046
6,balanced_cohort,prm:llama31_8b_prm_deepseek,1,0.976,3.68,305,6.64,0.164,0.131,0.033,0.089,0.043,0.046
6,balanced_cohort,prm:llama31_8b_prm_deepseek,3,0.976,3.68,305,6.64,0.164,0.131,0.033,0.089,0.043,0.046
6,balanced_cohort,prm:llama31_8b_prm_deepseek,5,0.976,3.68,305,6.64,0.164,0.131,0.033,0.089,0.043,0.046
6,balanced_cohort,prm:math_shepherd_mistral_7b,1,0.976,3.87,305,6.48,0.157,0.128,0.029,0.089,0.042,0.047
6,balanced_cohort,prm:math_shepherd_mistral_7b,3,0.976,3.87,305,6.48,0.157,0.128,0.029,0.089,0.042,0.047
6,balanced_cohort,prm:math_shepherd_mistral_7b,5,0.976,3.87,305,6.48,0.157,0.128,0.029,0.089,0.042,0.047
6,balanced_cohort,prm:qwen25_math_prm_7b,1,0.976,3.93,305,6.48,0.161,0.129,0.031,0.089,0.042,0.046
6,balanced_cohort,prm:qwen25_math_prm_7b,3,0.976,3.93,305,6.48,0.161,0.129,0.031,0.089,0.042,0.046
6,balanced_cohort,prm:qwen25_math_prm_7b,5,0.976,3.93,305,6.48,0.161,0.129,0.031,0.089,0.042,0.046
6,balanced_cohort,predictor_D,1,0.976,3.28,305,5.90,0.161,0.127,0.034,0.089,0.041,0.047
6,balanced_cohort,predictor_D,3,0.976,3.28,305,5.90,0.161,0.127,0.034,0.089,0.041,0.047
6,balanced_cohort,predictor_D,5,0.976,3.28,305,5.90,0.161,0.127,0.034,0.089,0.041,0.047
6,balanced_cohort,predictor_E,1,0.976,4.60,305,7.13,0.154,0.128,0.026,0.085,0.042,0.043
6,balanced_cohort,predictor_E,3,0.976,4.60,305,7.13,0.154,0.128,0.026,0.085,0.042,0.043
6,balanced_cohort,predictor_E,5,0.976,4.60,305,7.13,0.154,0.128,0.026,0.085,0.042,0.043
6,natural_prevalence,random,1,0.279,-0.84,87,-7.59,0.165,0.079,0.086,0.125,0.030,0.095
6,natural_prevalence,random,3,0.941,-2.28,294,-2.37,0.204,0.113,0.091,0.103,0.035,0.069
6,natural_prevalence,random,5,0.976,-3.67,305,-2.67,0.208,0.114,0.095,0.110,0.035,0.075
6,natural_prevalence,rating_first,1,0.732,1.58,229,-1.50,0.174,0.109,0.064,0.111,0.031,0.079
6,natural_prevalence,rating_first,3,0.941,-2.62,294,-3.17,0.203,0.114,0.089,0.119,0.036,0.084
6,natural_prevalence,rating_first,5,0.976,-3.29,305,-2.34,0.201,0.114,0.087,0.116,0.035,0.081
6,natural_prevalence,harmful_first,1,0.209,11.50,65,0.59,0.063,0.036,0.027,0.042,0.010,0.031
6,natural_prevalence,harmful_first,3,0.871,-2.87,273,-2.23,0.199,0.114,0.085,0.112,0.036,0.076
6,natural_prevalence,harmful_first,5,0.976,-3.23,305,-2.52,0.205,0.114,0.091,0.113,0.036,0.078
6,natural_prevalence,intersection_first,1,0.732,1.58,229,-1.50,0.174,0.109,0.064,0.111,0.031,0.079
6,natural_prevalence,intersection_first,3,0.941,-2.62,294,-3.17,0.203,0.114,0.089,0.119,0.036,0.084
6,natural_prevalence,intersection_first,5,0.976,-3.29,305,-2.34,0.201,0.114,0.087,0.116,0.035,0.081
6,natural_prevalence,prm:llama31_8b_prm_deepseek,1,0.662,0.25,207,-1.14,0.162,0.085,0.076,0.075,0.028,0.047
6,natural_prevalence,prm:llama31_8b_prm_deepseek,3,0.906,-2.99,284,-3.90,0.232,0.120,0.112,0.129,0.038,0.091
6,natural_prevalence,prm:llama31_8b_prm_deepseek,5,0.976,-4.41,305,-2.73,0.213,0.116,0.097,0.112,0.036,0.077
6,natural_prevalence,prm:math_shepherd_mistral_7b,1,0.383,2.46,120,-2.97,0.226,0.124,0.102,0.114,0.038,0.077
6,natural_prevalence,prm:math_shepherd_mistral_7b,3,0.453,-1.46,142,-1.03,0.211,0.121,0.090,0.121,0.038,0.083
6,natural_prevalence,prm:math_shepherd_mistral_7b,5,0.976,-3.88,305,-2.65,0.208,0.113,0.094,0.110,0.035,0.075
6,natural_prevalence,prm:qwen25_math_prm_7b,1,0.139,19.36,44,-9.79,0.433,0.160,0.273,0.003,0.061,0.000
6,natural_prevalence,prm:qwen25_math_prm_7b,3,0.906,-2.93,284,-3.67,0.206,0.111,0.094,0.110,0.034,0.076
6,natural_prevalence,prm:qwen25_math_prm_7b,5,0.976,-3.48,305,-3.26,0.207,0.112,0.095,0.114,0.035,0.080
6,natural_prevalence,predictor_D,1,0.035,19.40,11,25.00,0.091,0.148,0.000,0.000,0.047,0.000
6,natural_prevalence,predictor_D,3,0.035,19.40,11,25.00,0.091,0.148,0.000,0.000,0.047,0.000
6,natural_prevalence,predictor_D,5,0.976,-4.08,305,-3.59,0.205,0.110,0.095,0.113,0.034,0.079
6,natural_prevalence,predictor_E,1,0.557,1.85,174,8.02,0.235,0.175,0.060,0.107,0.052,0.054
6,natural_prevalence,predictor_E,3,0.941,-2.74,294,-2.41,0.208,0.117,0.092,0.115,0.036,0.078
6,natural_prevalence,predictor_E,5,0.976,-3.51,305,-2.40,0.202,0.113,0.089,0.112,0.035,0.076
7,balanced_cohort,random,1,0.990,3.74,304,6.25,0.128,0.119,0.010,0.082,0.039,0.044
7,balanced_cohort,random,3,0.990,3.74,304,6.25,0.128,0.119,0.010,0.082,0.039,0.044
7,balanced_cohort,random,5,0.990,3.74,304,6.25,0.128,0.119,0.010,0.082,0.039,0.044
7,balanced_cohort,rating_first,1,0.990,3.74,304,6.41,0.128,0.120,0.008,0.082,0.039,0.043
7,balanced_cohort,rating_first,3,0.990,3.74,304,6.41,0.128,0.120,0.008,0.082,0.039,0.043
7,balanced_cohort,rating_first,5,0.990,3.74,304,6.41,0.128,0.120,0.008,0.082,0.039,0.043
7,balanced_cohort,harmful_first,1,0.990,3.74,304,6.41,0.128,0.120,0.008,0.082,0.039,0.043
7,balanced_cohort,harmful_first,3,0.990,3.74,304,6.41,0.128,0.120,0.008,0.082,0.039,0.043
7,balanced_cohort,harmful_first,5,0.990,3.74,304,6.41,0.128,0.120,0.008,0.082,0.039,0.043
7,balanced_cohort,intersection_first,1,0.990,3.74,304,6.41,0.128,0.120,0.008,0.082,0.039,0.043
7,balanced_cohort,intersection_first,3,0.990,3.74,304,6.41,0.128,0.120,0.008,0.082,0.039,0.043
7,balanced_cohort,intersection_first,5,0.990,3.74,304,6.41,0.128,0.120,0.008,0.082,0.039,0.043
7,balanced_cohort,prm:llama31_8b_prm_deepseek,1,0.990,3.74,304,6.33,0.132,0.121,0.011,0.082,0.039,0.043
7,balanced_cohort,prm:llama31_8b_prm_deepseek,3,0.990,3.74,304,6.33,0.132,0.121,0.011,0.082,0.039,0.043
7,balanced_cohort,prm:llama31_8b_prm_deepseek,5,0.990,3.74,304,6.33,0.132,0.121,0.011,0.082,0.039,0.043
7,balanced_cohort,prm:math_shepherd_mistral_7b,1,0.990,3.55,304,6.50,0.128,0.120,0.009,0.079,0.039,0.040
7,balanced_cohort,prm:math_shepherd_mistral_7b,3,0.990,3.55,304,6.50,0.128,0.120,0.009,0.079,0.039,0.040
7,balanced_cohort,prm:math_shepherd_mistral_7b,5,0.990,3.55,304,6.50,0.128,0.120,0.009,0.079,0.039,0.040
7,balanced_cohort,prm:qwen25_math_prm_7b,1,0.990,3.73,304,6.33,0.132,0.121,0.011,0.082,0.039,0.043
7,balanced_cohort,prm:qwen25_math_prm_7b,3,0.990,3.73,304,6.33,0.132,0.121,0.011,0.082,0.039,0.043
7,balanced_cohort,prm:qwen25_math_prm_7b,5,0.990,3.73,304,6.33,0.132,0.121,0.011,0.082,0.039,0.043
7,balanced_cohort,predictor_D,1,0.990,4.12,304,5.76,0.132,0.117,0.014,0.082,0.038,0.044
7,balanced_cohort,predictor_D,3,0.990,4.12,304,5.76,0.132,0.117,0.014,0.082,0.038,0.044
7,balanced_cohort,predictor_D,5,0.990,4.12,304,5.76,0.132,0.117,0.014,0.082,0.038,0.044
7,balanced_cohort,predictor_E,1,0.990,4.12,304,6.66,0.128,0.119,0.009,0.079,0.039,0.040
7,balanced_cohort,predictor_E,3,0.990,4.12,304,6.66,0.128,0.119,0.009,0.079,0.039,0.040
7,balanced_cohort,predictor_E,5,0.990,4.12,304,6.66,0.128,0.119,0.009,0.079,0.039,0.040
7,natural_prevalence,random,1,0.000,,0,,,,,,,
7,natural_prevalence,random,3,0.000,,0,,,,,,,
7,natural_prevalence,random,5,0.000,,0,,,,,,,
7,natural_prevalence,rating_first,1,0.375,17.97,115,9.22,0.130,0.111,0.020,0.085,0.037,0.048
7,natural_prevalence,rating_first,3,0.683,-2.62,210,0.76,0.081,0.071,0.010,0.057,0.021,0.036
7,natural_prevalence,rating_first,5,0.683,-2.62,210,0.76,0.081,0.071,0.010,0.057,0.021,0.036
7,natural_prevalence,harmful_first,1,0.000,,0,,,,,,,
7,natural_prevalence,harmful_first,3,0.000,,0,,,,,,,
7,natural_prevalence,harmful_first,5,0.273,-3.31,84,6.75,0.190,0.170,0.020,0.157,0.058,0.099
7,natural_prevalence,intersection_first,1,0.375,17.97,115,9.22,0.130,0.111,0.020,0.085,0.037,0.048
7,natural_prevalence,intersection_first,3,0.683,-2.62,210,0.76,0.081,0.071,0.010,0.057,0.021,0.036
7,natural_prevalence,intersection_first,5,0.683,-2.62,210,0.76,0.081,0.071,0.010,0.057,0.021,0.036
7,natural_prevalence,prm:llama31_8b_prm_deepseek,1,0.683,0.95,210,2.91,0.156,0.114,0.042,0.100,0.036,0.064
7,natural_prevalence,prm:llama31_8b_prm_deepseek,3,0.717,-1.98,220,3.02,0.157,0.116,0.041,0.090,0.035,0.056
7,natural_prevalence,prm:llama31_8b_prm_deepseek,5,0.717,-1.98,220,3.02,0.157,0.116,0.041,0.090,0.035,0.056
7,natural_prevalence,prm:math_shepherd_mistral_7b,1,0.000,,0,,,,,,,
7,natural_prevalence,prm:math_shepherd_mistral_7b,3,0.307,-1.84,94,12.92,0.108,0.140,0.000,0.055,0.044,0.012
7,natural_prevalence,prm:math_shepherd_mistral_7b,5,0.307,-1.84,94,12.92,0.108,0.140,0.000,0.055,0.044,0.012
7,natural_prevalence,prm:qwen25_math_prm_7b,1,0.034,15.83,10,62.50,0.000,0.284,0.000,0.000,0.105,0.000
7,natural_prevalence,prm:qwen25_math_prm_7b,3,0.034,15.83,10,62.50,0.000,0.284,0.000,0.000,0.105,0.000
7,natural_prevalence,prm:qwen25_math_prm_7b,5,0.034,15.83,10,62.50,0.000,0.284,0.000,0.000,0.105,0.000
7,natural_prevalence,predictor_D,1,0.102,-0.90,31,28.23,0.097,0.174,0.000,0.032,0.060,0.000
7,natural_prevalence,predictor_D,3,0.102,-0.90,31,28.23,0.097,0.174,0.000,0.032,0.060,0.000
7,natural_prevalence,predictor_D,5,0.102,-0.90,31,28.23,0.097,0.174,0.000,0.032,0.060,0.000
7,natural_prevalence,predictor_E,1,0.478,5.86,147,20.08,0.094,0.182,0.000,0.045,0.054,0.000
7,natural_prevalence,predictor_E,3,0.580,-1.87,178,12.98,0.124,0.159,0.000,0.053,0.046,0.007
7,natural_prevalence,predictor_E,5,0.648,-3.34,199,7.92,0.159,0.153,0.007,0.086,0.045,0.041
8,balanced_cohort,random,1,0.969,3.83,301,6.31,0.150,0.128,0.021,0.103,0.042,0.061
8,balanced_cohort,random,3,0.969,3.83,301,6.31,0.150,0.128,0.021,0.103,0.042,0.061
8,balanced_cohort,random,5,0.969,3.83,301,6.31,0.150,0.128,0.021,0.103,0.042,0.061
8,balanced_cohort,rating_first,1,0.969,4.96,301,6.31,0.156,0.131,0.025,0.106,0.043,0.063
8,balanced_cohort,rating_first,3,0.969,4.96,301,6.31,0.156,0.131,0.025,0.106,0.043,0.063
8,balanced_cohort,rating_first,5,0.969,4.96,301,6.31,0.156,0.131,0.025,0.106,0.043,0.063
8,balanced_cohort,harmful_first,1,0.969,4.53,301,6.23,0.156,0.131,0.026,0.106,0.043,0.063
8,balanced_cohort,harmful_first,3,0.969,4.53,301,6.23,0.156,0.131,0.026,0.106,0.043,0.063
8,balanced_cohort,harmful_first,5,0.969,4.53,301,6.23,0.156,0.131,0.026,0.106,0.043,0.063
8,balanced_cohort,intersection_first,1,0.969,4.96,301,6.31,0.156,0.131,0.025,0.106,0.043,0.063
8,balanced_cohort,intersection_first,3,0.969,4.96,301,6.31,0.156,0.131,0.025,0.106,0.043,0.063
8,balanced_cohort,intersection_first,5,0.969,4.96,301,6.31,0.156,0.131,0.025,0.106,0.043,0.063
8,balanced_cohort,prm:llama31_8b_prm_deepseek,1,0.969,4.66,301,6.06,0.159,0.131,0.028,0.106,0.043,0.063
8,balanced_cohort,prm:llama31_8b_prm_deepseek,3,0.969,4.66,301,6.06,0.159,0.131,0.028,0.106,0.043,0.063
8,balanced_cohort,prm:llama31_8b_prm_deepseek,5,0.969,4.66,301,6.06,0.159,0.131,0.028,0.106,0.043,0.063
8,balanced_cohort,prm:math_shepherd_mistral_7b,1,0.969,4.33,301,6.31,0.153,0.129,0.024,0.103,0.043,0.060
8,balanced_cohort,prm:math_shepherd_mistral_7b,3,0.969,4.33,301,6.31,0.153,0.129,0.024,0.103,0.043,0.060
8,balanced_cohort,prm:math_shepherd_mistral_7b,5,0.969,4.33,301,6.31,0.153,0.129,0.024,0.103,0.043,0.060
8,balanced_cohort,prm:qwen25_math_prm_7b,1,0.969,4.69,301,5.98,0.156,0.129,0.027,0.106,0.043,0.063
8,balanced_cohort,prm:qwen25_math_prm_7b,3,0.969,4.69,301,5.98,0.156,0.129,0.027,0.106,0.043,0.063
8,balanced_cohort,prm:qwen25_math_prm_7b,5,0.969,4.69,301,5.98,0.156,0.129,0.027,0.106,0.043,0.063
8,balanced_cohort,predictor_D,1,0.969,4.62,301,5.73,0.156,0.128,0.028,0.103,0.042,0.061
8,balanced_cohort,predictor_D,3,0.969,4.62,301,5.73,0.156,0.128,0.028,0.103,0.042,0.061
8,balanced_cohort,predictor_D,5,0.969,4.62,301,5.73,0.156,0.128,0.028,0.103,0.042,0.061
8,balanced_cohort,predictor_E,1,0.969,5.58,301,6.15,0.156,0.129,0.027,0.103,0.043,0.060
8,balanced_cohort,predictor_E,3,0.969,5.58,301,6.15,0.156,0.129,0.027,0.103,0.043,0.060
8,balanced_cohort,predictor_E,5,0.969,5.58,301,6.15,0.156,0.129,0.027,0.103,0.043,0.060
8,natural_prevalence,random,1,0.138,-0.51,43,3.86,0.116,0.118,0.000,0.116,0.042,0.074
8,natural_prevalence,random,3,0.138,-0.51,43,3.86,0.116,0.118,0.000,0.116,0.042,0.074
8,natural_prevalence,random,5,0.138,-0.51,43,3.86,0.116,0.118,0.000,0.116,0.042,0.074
8,natural_prevalence,rating_first,1,0.519,1.41,161,0.38,0.216,0.129,0.086,0.115,0.041,0.075
8,natural_prevalence,rating_first,3,0.865,-2.32,269,-1.78,0.209,0.136,0.073,0.156,0.044,0.113
8,natural_prevalence,rating_first,5,0.900,-4.47,280,-0.58,0.196,0.134,0.062,0.149,0.042,0.107
8,natural_prevalence,harmful_first,1,0.000,,0,,,,,,,
