policy,policy_label,n_steps,coverage,net_accuracy_change_pp,avg_selected_effect_pp,run_danger_rate,danger_rate_among_correct,run_benefit_rate,step_danger_rate
predictor_static,Static predictor (model D),120,0.2000,7.0417,35.2083,0.0125,0.3529,0.3646,0.0250
predictor_static,Static predictor (model D),130,0.2167,7.3750,34.0385,0.0115,0.3529,0.3519,0.0231
predictor_static,Static predictor (model D),140,0.2333,8.0417,34.4643,0.0107,0.3529,0.3554,0.0214
predictor_static,Static predictor (model D),150,0.2500,8.2500,33.0000,0.0100,0.2400,0.3400,0.0200
predictor_static,Static predictor (model D),160,0.2667,8.8750,33.2812,0.0094,0.2400,0.3422,0.0187
predictor_static,Static predictor (model D),170,0.2833,9.0417,31.9118,0.0103,0.2500,0.3294,0.0235
predictor_static,Static predictor (model D),180,0.3000,9.9167,33.0556,0.0097,0.2414,0.3403,0.0222
predictor_static,Static predictor (model D),190,0.3167,10.5000,33.1579,0.0105,0.2353,0.3421,0.0263
predictor_static,Static predictor (model D),200,0.3333,11.1250,33.3750,0.0100,0.2286,0.3438,0.0250
predictor_static,Static predictor (model D),210,0.3500,11.1667,31.9048,0.0190,0.3556,0.3381,0.0333
predictor_static,Static predictor (model D),220,0.3667,11.6667,31.8182,0.0182,0.3333,0.3364,0.0318
predictor_static,Static predictor (model D),230,0.3833,11.9583,31.1957,0.0174,0.2807,0.3293,0.0304
predictor_static,Static predictor (model D),240,0.4000,12.0000,30.0000,0.0229,0.2750,0.3229,0.0417
predictor_static,Static predictor (model D),250,0.4167,11.6250,27.9000,0.0340,0.3091,0.3130,0.0600
predictor_static,Static predictor (model D),260,0.4333,11.7500,27.1154,0.0327,0.2519,0.3038,0.0577
predictor_static,Static predictor (model D),270,0.4500,11.5417,25.6481,0.0407,0.2750,0.2972,0.0704
predictor_static,Static predictor (model D),280,0.4667,11.5417,24.7321,0.0429,0.2449,0.2902,0.0714
predictor_static,Static predictor (model D),290,0.4833,11.5417,23.8793,0.0422,0.2149,0.2810,0.0724
predictor_static,Static predictor (model D),300,0.5000,11.6250,23.2500,0.0408,0.1877,0.2733,0.0700
predictor_static,Static predictor (model D),310,0.5167,11.4583,22.1774,0.0444,0.1871,0.2661,0.0774
predictor_static,Static predictor (model D),320,0.5333,11.5833,21.7188,0.0437,0.1723,0.2609,0.0781
predictor_static,Static predictor (model D),330,0.5500,11.5833,21.0606,0.0424,0.1534,0.2530,0.0758
predictor_static,Static predictor (model D),340,0.5667,11.5833,20.4412,0.0412,0.1383,0.2456,0.0735
predictor_static,Static predictor (model D),350,0.5833,11.6667,20.0000,0.0407,0.1290,0.2407,0.0743
predictor_static,Static predictor (model D),360,0.6000,11.5417,19.2361,0.0424,0.1268,0.2347,0.0778
predictor_static,Static predictor (model D),370,0.6167,11.2917,18.3108,0.0453,0.1291,0.2284,0.0811
predictor_static,Static predictor (model D),380,0.6333,11.1250,17.5658,0.0474,0.1297,0.2230,0.0842
predictor_static,Static predictor (model D),390,0.6500,10.5417,16.2179,0.0551,0.1448,0.2173,0.0923
predictor_static,Static predictor (model D),400,0.6667,10.2917,15.4375,0.0587,0.1497,0.2131,0.0975
predictor_static,Static predictor (model D),410,0.6833,10.0000,14.6341,0.0616,0.1517,0.2079,0.1024
predictor_static,Static predictor (model D),420,0.7000,9.8333,14.0476,0.0631,0.1508,0.2036,0.1048
predictor_static,Static predictor (model D),430,0.7167,9.5000,13.2558,0.0663,0.1538,0.1988,0.1093
predictor_static,Static predictor (model D),440,0.7333,9.5417,13.0114,0.0648,0.1463,0.1949,0.1068
predictor_static,Static predictor (model D),450,0.7500,9.5417,12.7222,0.0639,0.1411,0.1911,0.1067
predictor_static,Static predictor (model D),460,0.7667,9.5417,12.4457,0.0630,0.1358,0.1875,0.1065
predictor_static,Static predictor (model D),470,0.7833,9.2083,11.7553,0.0665,0.1404,0.1840,0.1128
predictor_static,Static predictor (model D),480,0.8000,9.0833,11.3542,0.0677,0.1404,0.1812,0.1146
predictor_static,Static predictor (model D),490,0.8167,8.8750,10.8673,0.0699,0.1432,0.1786,0.1204
predictor_static,Static predictor (model D),500,0.8333,8.7917,10.5500,0.0705,0.1423,0.1760,0.1240
predictor_static,Static predictor (model D),510,0.8500,8.2917,9.7549,0.0755,0.1495,0.1730,0.1314
predictor_static,Static predictor (model D),520,0.8667,8.2083,9.4712,0.0764,0.1490,0.1712,0.1327
predictor_static,Static predictor (model D),530,0.8833,7.8750,8.9151,0.0797,0.1529,0.1689,0.1377
predictor_static,Static predictor (model D),540,0.9000,7.7083,8.5648,0.0810,0.1531,0.1667,0.1389
predictor_static,Static predictor (model D),550,0.9167,7.6250,8.3182,0.0805,0.1499,0.1636,0.1382
predictor_static,Static predictor (model D),560,0.9333,7.5000,8.0357,0.0817,0.1505,0.1621,0.1429
predictor_static,Static predictor (model D),570,0.9500,7.4167,7.8070,0.0820,0.1492,0.1601,0.1439
predictor_static,Static predictor (model D),580,0.9667,7.2083,7.4569,0.0836,0.1506,0.1582,0.1483
predictor_static,Static predictor (model D),590,0.9833,7.0000,7.1186,0.0860,0.1536,0.1572,0.1525
predictor_static,Static predictor (model D),600,1.0000,7.2083,7.2083,0.0850,0.1508,0.1571,0.1517
predictor_state,Trajectory-state predictor (model E),10,0.0167,0.2500,15.0000,0.0000,0.0000,0.1500,0.0000
predictor_state,Trajectory-state predictor (model E),20,0.0333,1.1250,33.7500,0.0000,0.0000,0.3375,0.0000
predictor_state,Trajectory-state predictor (model E),30,0.0500,1.9583,39.1667,0.0000,0.0000,0.3917,0.0000
predictor_state,Trajectory-state predictor (model E),40,0.0667,2.7917,41.8750,0.0000,0.0000,0.4188,0.0000
predictor_state,Trajectory-state predictor (model E),50,0.0833,3.4583,41.5000,0.0000,0.0000,0.4150,0.0000
predictor_state,Trajectory-state predictor (model E),60,0.1000,4.5417,45.4167,0.0000,0.0000,0.4542,0.0000
predictor_state,Trajectory-state predictor (model E),70,0.1167,5.2500,45.0000,0.0000,0.0000,0.4500,0.0000
predictor_state,Trajectory-state predictor (model E),80,0.1333,5.9167,44.3750,0.0000,0.0000,0.4437,0.0000
predictor_state,Trajectory-state predictor (model E),90,0.1500,6.2083,41.3889,0.0000,0.0000,0.4139,0.0000
predictor_state,Trajectory-state predictor (model E),100,0.1667,6.7083,40.2500,0.0000,0.0000,0.4025,0.0000
predictor_state,Trajectory-state predictor (model E),110,0.1833,7.2083,39.3182,0.0000,0.0000,0.3932,0.0000
predictor_state,Trajectory-state predictor (model E),120,0.2000,7.3750,36.8750,0.0063,1.0000,0.3750,0.0083
predictor_state,Trajectory-state predictor (model E),130,0.2167,7.7917,35.9615,0.0058,0.3333,0.3654,0.0077
predictor_state,Trajectory-state predictor (model E),140,0.2333,8.2083,35.1786,0.0054,0.2000,0.3571,0.0071
predictor_state,Trajectory-state predictor (model E),150,0.2500,8.2083,32.8333,0.0050,0.2000,0.3333,0.0067
predictor_state,Trajectory-state predictor (model E),160,0.2667,8.6667,32.5000,0.0047,0.2000,0.3297,0.0063
predictor_state,Trajectory-state predictor (model E),170,0.2833,9.2083,32.5000,0.0044,0.2000,0.3294,0.0059
predictor_state,Trajectory-state predictor (model E),180,0.3000,9.7500,32.5000,0.0083,0.3333,0.3333,0.0111
predictor_state,Trajectory-state predictor (model E),190,0.3167,10.2083,32.2368,0.0079,0.2857,0.3303,0.0105
predictor_state,Trajectory-state predictor (model E),200,0.3333,10.6250,31.8750,0.0088,0.2593,0.3275,0.0150
predictor_state,Trajectory-state predictor (model E),210,0.3500,11.5000,32.8571,0.0083,0.2188,0.3369,0.0143
predictor_state,Trajectory-state predictor (model E),220,0.3667,11.8333,32.2727,0.0102,0.2368,0.3330,0.0182
predictor_state,Trajectory-state predictor (model E),230,0.3833,11.9583,31.1957,0.0141,0.2600,0.3261,0.0261
predictor_state,Trajectory-state predictor (model E),240,0.4000,12.2083,30.5208,0.0187,0.3273,0.3240,0.0333
predictor_state,Trajectory-state predictor (model E),250,0.4167,12.0000,28.8000,0.0280,0.3784,0.3160,0.0520
predictor_state,Trajectory-state predictor (model E),260,0.4333,12.3333,28.4615,0.0308,0.3232,0.3154,0.0577
predictor_state,Trajectory-state predictor (model E),270,0.4500,11.8750,26.3889,0.0435,0.3821,0.3074,0.0815
predictor_state,Trajectory-state predictor (model E),280,0.4667,12.2500,26.2500,0.0437,0.3267,0.3063,0.0821
predictor_state,Trajectory-state predictor (model E),290,0.4833,12.0000,24.8276,0.0509,0.3278,0.2991,0.0931
predictor_state,Trajectory-state predictor (model E),300,0.5000,11.5833,23.1667,0.0575,0.3136,0.2892,0.1000
predictor_state,Trajectory-state predictor (model E),310,0.5167,11.5000,22.2581,0.0589,0.2852,0.2815,0.1032
predictor_state,Trajectory-state predictor (model E),320,0.5333,11.4583,21.4844,0.0594,0.2585,0.2742,0.1031
predictor_state,Trajectory-state predictor (model E),330,0.5500,11.3750,20.6818,0.0591,0.2335,0.2659,0.1061
predictor_state,Trajectory-state predictor (model E),340,0.5667,11.3750,20.0735,0.0581,0.2129,0.2588,0.1059
predictor_state,Trajectory-state predictor (model E),350,0.5833,11.1250,19.0714,0.0607,0.2078,0.2514,0.1086
predictor_state,Trajectory-state predictor (model E),360,0.6000,10.9583,18.2639,0.0618,0.1996,0.2444,0.1111
predictor_state,Trajectory-state predictor (model E),370,0.6167,10.7500,17.4324,0.0635,0.1946,0.2378,0.1135
predictor_state,Trajectory-state predictor (model E),380,0.6333,10.7083,16.9079,0.0645,0.1885,0.2336,0.1132
predictor_state,Trajectory-state predictor (model E),390,0.6500,10.5000,16.1538,0.0660,0.1849,0.2276,0.1154
predictor_state,Trajectory-state predictor (model E),400,0.6667,10.2917,15.4375,0.0681,0.1835,0.2225,0.1200
predictor_state,Trajectory-state predictor (model E),410,0.6833,10.3333,15.1220,0.0671,0.1741,0.2183,0.1195
predictor_state,Trajectory-state predictor (model E),420,0.7000,10.2917,14.7024,0.0661,0.1659,0.2131,0.1190
predictor_state,Trajectory-state predictor (model E),430,0.7167,10.2917,14.3605,0.0645,0.1566,0.2081,0.1163
predictor_state,Trajectory-state predictor (model E),440,0.7333,10.3333,14.0909,0.0659,0.1565,0.2068,0.1205
predictor_state,Trajectory-state predictor (model E),450,0.7500,10.3333,13.7778,0.0656,0.1515,0.2033,0.1222
predictor_state,Trajectory-state predictor (model E),460,0.7667,10.0833,13.1522,0.0674,0.1514,0.1989,0.1239
predictor_state,Trajectory-state predictor (model E),470,0.7833,10.1250,12.9255,0.0665,0.1460,0.1957,0.1234
predictor_state,Trajectory-state predictor (model E),480,0.8000,9.5833,11.9792,0.0719,0.1540,0.1917,0.1292
predictor_state,Trajectory-state predictor (model E),490,0.8167,9.4167,11.5306,0.0724,0.1517,0.1878,0.1286
predictor_state,Trajectory-state predictor (model E),500,0.8333,9.1250,10.9500,0.0750,0.1551,0.1845,0.1340
predictor_state,Trajectory-state predictor (model E),510,0.8500,9.1250,10.7353,0.0735,0.1490,0.1809,0.1314
predictor_state,Trajectory-state predictor (model E),520,0.8667,8.6667,10.0000,0.0774,0.1538,0.1774,0.1346
predictor_state,Trajectory-state predictor (model E),530,0.8833,8.4167,9.5283,0.0797,0.1558,0.1750,0.1377
predictor_state,Trajectory-state predictor (model E),540,0.9000,8.1667,9.0741,0.0819,0.1578,0.1727,0.1426
predictor_state,Trajectory-state predictor (model E),550,0.9167,7.7917,8.5000,0.0845,0.1601,0.1695,0.1509
predictor_state,Trajectory-state predictor (model E),560,0.9333,7.7500,8.3036,0.0835,0.1556,0.1665,0.1500
predictor_state,Trajectory-state predictor (model E),570,0.9500,7.7917,8.2018,0.0820,0.1509,0.1640,0.1474
predictor_state,Trajectory-state predictor (model E),580,0.9667,7.4583,7.7155,0.0841,0.1528,0.1612,0.1500
predictor_state,Trajectory-state predictor (model E),590,0.9833,7.1667,7.2881,0.0856,0.1535,0.1585,0.1525
predictor_state,Trajectory-state predictor (model E),600,1.0000,7.2083,7.2083,0.0850,0.1508,0.1571,0.1517
oracle,Oracle upper bound (observed effect),10,0.0167,1.6667,100.0000,0.0000,0.0000,1.0000,0.0000
oracle,Oracle upper bound (observed effect),20,0.0333,3.3333,100.0000,0.0000,0.0000,1.0000,0.0000
oracle,Oracle upper bound (observed effect),30,0.0500,5.0000,100.0000,0.0000,0.0000,1.0000,0.0000
oracle,Oracle upper bound (observed effect),40,0.0667,6.6667,100.0000,0.0000,0.0000,1.0000,0.0000
oracle,Oracle upper bound (observed effect),50,0.0833,8.3333,100.0000,0.0000,0.0000,1.0000,0.0000
oracle,Oracle upper bound (observed effect),60,0.1000,9.8333,98.3333,0.0000,0.0000,0.9833,0.0000
oracle,Oracle upper bound (observed effect),70,0.1167,11.0833,95.0000,0.0000,0.0000,0.9500,0.0000
oracle,Oracle upper bound (observed effect),80,0.1333,12.2500,91.8750,0.0000,0.0000,0.9187,0.0000
oracle,Oracle upper bound (observed effect),90,0.1500,13.0833,87.2222,0.0000,0.0000,0.8722,0.0000
oracle,Oracle upper bound (observed effect),100,0.1667,13.8750,83.2500,0.0000,0.0000,0.8325,0.0000
oracle,Oracle upper bound (observed effect),110,0.1833,14.2917,77.9545,0.0023,0.0189,0.7818,0.0091
oracle,Oracle upper bound (observed effect),120,0.2000,14.7083,73.5417,0.0021,0.0152,0.7375,0.0083
oracle,Oracle upper bound (observed effect),130,0.2167,15.1250,69.8077,0.0038,0.0241,0.7019,0.0154
oracle,Oracle upper bound (observed effect),140,0.2333,15.3333,65.7143,0.0054,0.0291,0.6625,0.0214
oracle,Oracle upper bound (observed effect),150,0.2500,15.3333,61.3333,0.0050,0.0210,0.6183,0.0200
oracle,Oracle upper bound (observed effect),160,0.2667,15.3333,57.5000,0.0047,0.0175,0.5797,0.0187
oracle,Oracle upper bound (observed effect),170,0.2833,15.3333,54.1176,0.0044,0.0145,0.5456,0.0176
oracle,Oracle upper bound (observed effect),180,0.3000,15.3333,51.1111,0.0042,0.0132,0.5153,0.0167
oracle,Oracle upper bound (observed effect),190,0.3167,15.3333,48.4211,0.0039,0.0120,0.4882,0.0158
oracle,Oracle upper bound (observed effect),200,0.3333,15.3333,46.0000,0.0037,0.0106,0.4637,0.0150
oracle,Oracle upper bound (observed effect),210,0.3500,15.3333,43.8095,0.0036,0.0096,0.4417,0.0143
oracle,Oracle upper bound (observed effect),220,0.3667,15.3333,41.8182,0.0034,0.0088,0.4216,0.0136
oracle,Oracle upper bound (observed effect),230,0.3833,15.3333,40.0000,0.0033,0.0083,0.4033,0.0130
oracle,Oracle upper bound (observed effect),240,0.4000,15.3333,38.3333,0.0031,0.0078,0.3865,0.0125
oracle,Oracle upper bound (observed effect),250,0.4167,15.3333,36.8000,0.0040,0.0099,0.3720,0.0160
oracle,Oracle upper bound (observed effect),260,0.4333,15.3333,35.3846,0.0038,0.0094,0.3577,0.0154
oracle,Oracle upper bound (observed effect),270,0.4500,15.3333,34.0741,0.0037,0.0089,0.3444,0.0148
oracle,Oracle upper bound (observed effect),280,0.4667,15.3333,32.8571,0.0036,0.0084,0.3321,0.0143
oracle,Oracle upper bound (observed effect),290,0.4833,15.3333,31.7241,0.0034,0.0080,0.3207,0.0138
oracle,Oracle upper bound (observed effect),300,0.5000,15.3333,30.6667,0.0033,0.0078,0.3100,0.0133
oracle,Oracle upper bound (observed effect),310,0.5167,15.3333,29.6774,0.0032,0.0074,0.3000,0.0129
oracle,Oracle upper bound (observed effect),320,0.5333,15.3333,28.7500,0.0031,0.0070,0.2906,0.0125
oracle,Oracle upper bound (observed effect),330,0.5500,15.3333,27.8788,0.0030,0.0068,0.2818,0.0121
oracle,Oracle upper bound (observed effect),340,0.5667,15.3333,27.0588,0.0029,0.0067,0.2735,0.0118
oracle,Oracle upper bound (observed effect),350,0.5833,15.3333,26.2857,0.0029,0.0065,0.2657,0.0114
oracle,Oracle upper bound (observed effect),360,0.6000,15.3333,25.5556,0.0028,0.0063,0.2583,0.0111
oracle,Oracle upper bound (observed effect),370,0.6167,15.3333,24.8649,0.0027,0.0060,0.2514,0.0108
oracle,Oracle upper bound (observed effect),380,0.6333,15.3333,24.2105,0.0026,0.0058,0.2447,0.0105
oracle,Oracle upper bound (observed effect),390,0.6500,15.3333,23.5897,0.0026,0.0056,0.2385,0.0103
oracle,Oracle upper bound (observed effect),400,0.6667,15.3333,23.0000,0.0025,0.0054,0.2325,0.0100
oracle,Oracle upper bound (observed effect),410,0.6833,15.3333,22.4390,0.0024,0.0052,0.2268,0.0098
oracle,Oracle upper bound (observed effect),420,0.7000,15.3333,21.9048,0.0030,0.0062,0.2220,0.0119
oracle,Oracle upper bound (observed effect),430,0.7167,15.3333,21.3953,0.0029,0.0060,0.2169,0.0116
oracle,Oracle upper bound (observed effect),440,0.7333,15.3333,20.9091,0.0028,0.0058,0.2119,0.0114
oracle,Oracle upper bound (observed effect),450,0.7500,15.3333,20.4444,0.0028,0.0056,0.2072,0.0111
oracle,Oracle upper bound (observed effect),460,0.7667,15.3333,20.0000,0.0033,0.0065,0.2033,0.0130
oracle,Oracle upper bound (observed effect),470,0.7833,15.3333,19.5745,0.0037,0.0074,0.1995,0.0149
oracle,Oracle upper bound (observed effect),480,0.8000,15.3333,19.1667,0.0036,0.0071,0.1953,0.0146
oracle,Oracle upper bound (observed effect),490,0.8167,15.3333,18.7755,0.0036,0.0069,0.1913,0.0143
oracle,Oracle upper bound (observed effect),500,0.8333,15.3333,18.4000,0.0035,0.0068,0.1875,0.0140
oracle,Oracle upper bound (observed effect),510,0.8500,15.3333,18.0392,0.0034,0.0066,0.1838,0.0137
oracle,Oracle upper bound (observed effect),520,0.8667,15.1667,17.5000,0.0053,0.0101,0.1803,0.0212
oracle,Oracle upper bound (observed effect),530,0.8833,14.7500,16.6981,0.0099,0.0188,0.1769,0.0396
oracle,Oracle upper bound (observed effect),540,0.9000,14.3333,15.9259,0.0153,0.0288,0.1745,0.0574
oracle,Oracle upper bound (observed effect),550,0.9167,13.6250,14.8636,0.0227,0.0427,0.1714,0.0745
oracle,Oracle upper bound (observed effect),560,0.9333,12.7917,13.7054,0.0312,0.0582,0.1683,0.0911
oracle,Oracle upper bound (observed effect),570,0.9500,11.7917,12.4123,0.0412,0.0762,0.1654,0.1070
oracle,Oracle upper bound (observed effect),580,0.9667,10.5417,10.9052,0.0534,0.0974,0.1625,0.1224
oracle,Oracle upper bound (observed effect),590,0.9833,8.8750,9.0254,0.0695,0.1249,0.1597,0.1373
oracle,Oracle upper bound (observed effect),600,1.0000,7.2083,7.2083,0.0850,0.1508,0.1571,0.1517
